//X Y Z Planarity_(0.155122) Surface_variation_(0.155122) Verticality_(0.155122)
-6.87279987 -17.91390038 10.45919991 0.256946 0.166989 0.792750
-7.91470003 -17.32600021 11.06569958 0.279627 0.112792 0.429335
-7.25869989 -16.59480095 11.33240032 0.563644 0.045092 0.997269
-7.95489979 -16.50230026 10.53219986 0.548760 0.132248 0.919275
-8.53849983 -16.37560081 10.63630009 0.020846 0.082205 0.328328
-6.44299984 -17.03030014 9.23509979 0.160390 0.034454 0.394273
-7.08799982 -16.63199997 8.59799957 0.605858 0.084991 0.963305
-7.27180004 -16.52490044 7.52860022 0.577405 0.091518 0.839879
-7.75330019 -16.12669945 7.80530024 0.045294 0.038488 0.304552
-7.07100010 -16.63409996 5.94119978 0.416239 0.084113 0.993824
-7.13129997 -16.64940071 5.66730022 0.634529 0.053070 0.957446
-7.00839996 -16.56100082 4.03049994 0.497403 0.077756 0.990263
-7.11320019 -16.61059952 3.62919998 0.769214 0.061777 0.999897
-7.12160015 -16.60269928 1.79100001 0.812963 0.049076 0.928848
-7.20209980 -16.58020020 1.48909998 0.785488 0.052600 0.981745
-7.25180006 -16.51939964 1.28299999 0.586920 0.040288 0.969811
-7.27250004 -16.42239952 1.16509998 0.777194 0.056963 0.989099
-4.42939997 -15.66250038 -0.11240000 0.191029 0.227730 0.047304
-4.18219995 -16.08359909 -0.56239998 0.362267 0.108008 0.268880
-5.26900005 -15.73190022 -0.99980003 0.551112 0.111082 0.213699
-5.44110012 -16.50989914 23.25699997 0.261376 0.085802 0.058816
-7.12629986 -18.41090012 18.74909973 0.098630 0.052633 0.654326
-3.97930002 -16.45509911 19.11770058 0.142906 0.127865 0.990549
-6.58960009 -16.91110039 19.03980064 0.242684 0.139521 0.620191
-5.27899981 -18.29630089 14.96549988 0.022604 0.275238 0.349273
-7.28959990 -15.33300018 21.32659912 0.087007 0.253858 0.593253
-5.41279984 -18.17530060 14.70100021 0.629974 0.117634 0.942752
-6.73820019 -18.21120071 15.06219959 0.163613 0.202251 0.233002
-7.92889977 -17.81200027 16.41659927 0.098498 0.162423 0.019041
-7.96509981 -17.84329987 16.25519943 0.389779 0.115691 0.369544
-6.20279980 -17.60239983 14.91590023 0.493137 0.183303 0.676968
-6.85850000 -17.77879906 15.04109955 0.158312 0.207277 0.064912
-5.56799984 -14.59580040 18.48439980 0.146054 0.169871 0.044341
-7.38119984 -16.52890015 16.84329987 0.404641 0.056567 0.877811
-7.32159996 -18.53359985 13.15869999 0.590599 0.096604 0.967246
-7.41340017 -18.51379967 12.91800022 0.247702 0.191146 0.929225
-7.95009995 -18.40119934 13.39649963 0.299544 0.116305 0.706503
-6.06960011 -17.52160072 11.89169979 0.218443 0.258442 0.708462
-6.77260017 -15.70730019 14.69060040 0.314033 0.139952 0.448939
-6.87090015 -15.61429977 14.50710011 0.079632 0.105578 0.882483
-8.33450031 -17.68939972 12.90299988 0.057255 0.197022 0.749003
-6.34490013 -17.73749924 11.19709969 0.237798 0.201768 0.816693
-8.87100029 -15.20160007 16.07920074 0.230114 0.128538 0.684359
-6.84800005 -17.02490044 11.93700027 0.152432 0.077959 0.646191
-9.02470016 -14.95189953 15.86760044 0.108434 0.237897 0.148208
-7.23470020 -14.85239983 14.12479973 0.149146 0.177000 0.399071
-8.59259987 -15.98130035 13.74810028 0.120692 0.211258 0.316310
-9.29249954 -17.37610054 12.39019966 0.112171 0.174020 0.280343
-8.34609985 -16.75139999 10.20540047 0.244359 0.152676 0.119005
-5.17729998 -15.42420006 9.07289982 0.347790 0.200309 0.860659
-7.97900009 -16.99010086 9.45240021 0.205004 0.107888 0.972406
-7.04479980 -16.59440041 7.81739998 0.539285 0.123074 0.924329
-7.27440023 -16.50230026 7.43860006 0.735877 0.077834 0.944915
-7.00040007 -16.56240082 4.92259979 0.769108 0.058960 0.948928
-7.27199984 -16.47990036 4.51219988 0.431118 0.054700 0.974764
-7.22429991 -16.52879906 3.70939994 0.809143 0.048925 0.996442
-7.00820017 -16.59329987 1.58640003 0.532973 0.051865 0.954914
-7.22480011 -16.49539948 1.26610005 0.651732 0.045909 0.983155
-4.72709990 -18.23990059 15.61240005 0.345601 0.159443 0.360019
-5.16480017 -18.31450081 14.82600021 0.211354 0.217375 0.136005
-5.86409998 -17.51049995 11.85159969 0.167019 0.260351 0.223382
-6.34700012 -17.11409950 12.60060024 0.372481 0.166378 0.010862
-4.98789978 -16.38100052 11.49880028 0.330137 0.211742 0.709943
-7.26719999 -16.63780022 14.21570015 0.201853 0.154520 0.904470
-6.48260021 -17.71980095 10.85659981 0.086461 0.195054 0.476563
-7.79610014 -15.58759975 14.32719994 nan nan nan
-5.61219978 -16.35000038 9.75689983 0.349023 0.185279 0.546285
-6.99940014 -14.32689953 13.73519993 0.191034 0.186761 0.529009
-7.04860020 -14.30620003 13.68130016 0.513760 0.143579 0.245600
-4.99079990 -15.35429955 9.00940037 0.174758 0.144361 0.692312
-7.27229977 -16.58110046 9.53649998 0.291581 0.121284 0.915020
-8.33710003 -16.62859917 10.14669991 0.320654 0.149579 0.176045
-7.14629984 -16.64159966 7.84310007 0.631183 0.075354 0.992109
-7.17229986 -16.63489914 6.99800014 0.406762 0.054851 0.993916
-7.47200012 -15.99470043 6.94129992 0.065253 0.026782 0.654567
-7.08979988 -16.61240005 4.19890022 0.569191 0.056129 0.977300
-7.06599998 -16.58040047 2.30620003 0.592054 0.084283 0.980002
-4.68650007 -16.37190056 11.32859993 0.307062 0.136734 0.943669
-5.16590023 -16.37249947 11.86690044 0.509312 0.153985 0.823234
-6.28830004 -17.57970047 11.86540031 0.158546 0.232559 0.632757
-6.31839991 -17.97139931 10.61340046 0.237028 0.200839 0.705842
-6.20160007 -16.34129906 12.99629974 0.423632 0.151665 0.418849
-6.37919998 -15.81149960 13.29220009 0.470098 0.058309 0.135674
-6.63590002 -16.89839935 9.49499989 0.148430 0.037588 0.649056
-7.14550018 -16.67110062 7.79190016 0.529531 0.065974 0.993497
-8.26019955 -16.79570007 9.98890018 0.373206 0.132607 0.748591
-7.17280006 -16.59700012 5.24849987 0.674128 0.056975 0.974735
-7.03070021 -16.58650017 3.63779998 0.727715 0.089442 0.937934
-7.25169992 -16.49650002 4.09380007 0.643870 0.074399 0.988619
-5.75220013 -16.33110046 9.96370029 0.214124 0.094139 0.501479
-7.06080008 -16.57609940 10.21420002 0.472795 0.108118 0.930675
-7.16520023 -16.64760017 10.91880035 0.376280 0.110044 0.998341
-7.00139999 -16.56349945 5.14750004 0.677680 0.088522 0.936938
-7.09079981 -16.63909912 5.64510012 0.580178 0.038344 0.981196
-7.28490019 -16.55159950 8.05879974 0.754161 0.069963 0.964944
-7.15959978 -16.62249947 5.09810019 0.718327 0.063162 0.975645
-7.28879976 -16.47850037 3.58879995 0.681232 0.051697 0.962637
-7.12360001 -16.58950043 2.36389995 0.586247 0.068874 0.926416
-7.15010023 -16.60330009 3.85840011 0.612957 0.062218 0.998825
-7.08139992 -16.60960007 4.36439991 0.715913 0.068028 0.922671
-7.00530005 -16.57099915 4.90509987 0.802865 0.045745 0.907195
-7.11980009 -16.64340019 6.60949993 0.421095 0.071745 0.982533
-7.03219986 -16.58849907 7.24879980 0.649202 0.076857 0.964192
-6.97049999 -16.50729942 9.35700035 0.129863 0.251805 0.272628
-7.34740019 -16.70079994 10.02499962 0.321288 0.044002 0.677832
-7.67210007 -17.91720009 9.01280022 0.184675 0.047313 0.029736
-7.87919998 -17.12129974 9.76169968 0.288174 0.195107 0.385074
-8.58710003 -16.44050026 9.74590015 0.457181 0.087803 0.267588
-4.59009981 -15.83670044 -0.01260000 0.352659 0.194166 0.692539
-7.12570000 -16.59519958 3.70729995 0.705064 0.072279 0.982994
-7.06839991 -16.60740089 4.89309978 0.646910 0.049705 0.999996
-7.10909986 -16.60939980 4.91779995 0.709684 0.047708 0.968485
-7.06489992 -16.62470055 5.52799988 0.633340 0.076535 0.942138
-7.18170023 -16.58329964 5.62790012 0.579114 0.103802 0.811580
-7.15350008 -16.61289978 6.26830006 0.707546 0.101202 0.909774
-7.15899992 -16.59880066 7.74069977 0.571464 0.111857 0.906609
-7.07149982 -16.63380051 8.44330025 0.748590 0.066768 0.991073
-6.48029995 -16.37299919 9.99750042 0.033431 0.005159 0.262621
-7.10680008 -16.64419937 9.30340004 0.426586 0.070701 0.980304
-7.13339996 -16.62520027 10.24919987 0.616726 0.109101 0.985824
-8.27480030 -16.72179985 10.13140011 0.395538 0.221787 0.197797
-8.49699974 -16.38730049 10.61610031 0.021223 0.079044 0.805171
-8.37030029 -15.62909985 13.37170029 0.302949 0.145441 0.337399
-9.59599972 -17.28510094 12.71049976 0.119392 0.205928 0.600906
-4.52869987 -15.97679996 -1.18820000 0.316772 0.018835 0.431248
-4.70520020 -15.67860031 -0.11810000 0.141618 0.086381 0.005868
-7.21700001 -16.53779984 0.93970001 0.695109 0.066193 0.999886
-7.05119991 -16.58079910 1.43889999 0.366713 0.137446 0.910050
-7.19960022 -16.54570007 1.61860001 0.793897 0.050258 0.997210
-7.20970011 -16.53669930 2.34770012 0.756509 0.052183 0.975023
-7.09369993 -16.62059975 2.90969992 0.736686 0.046081 0.924579
-6.96920013 -16.56959915 4.32779980 0.719466 0.079594 0.952941
-7.00659990 -16.61230087 4.34689999 0.595304 0.069034 0.942134
-7.13549995 -16.63470078 7.12979984 0.796844 0.049795 0.989410
-7.05079985 -16.64669991 9.13430023 0.452424 0.108427 0.997770
-7.90180016 -16.57349968 10.54520035 0.305343 0.117589 0.915847
-7.97709990 -16.99300003 10.23449993 0.172860 0.173442 0.869622
-8.04529953 -16.98270035 10.35620022 0.149920 0.220955 0.424240
-9.52849960 -17.29660034 12.57260036 0.063599 0.208323 0.886230
-9.56779957 -17.29750061 12.64229965 0.194698 0.226577 0.940486
-9.60589981 -17.37540054 12.63010025 0.188448 0.161794 0.592399
-5.08710003 -15.68869972 -0.87519997 0.379057 0.138543 0.174362
-5.63159990 -15.86159992 -1.02779996 0.290671 0.210516 0.177650
-4.78100014 -15.88899994 -0.50680000 0.187794 0.067876 0.970601
-6.80910015 -17.28179932 -1.33050001 0.223735 0.107853 0.002752
-4.82499981 -15.75990009 -0.37799999 0.136189 0.167655 0.129914
-4.84189987 -15.53829956 -0.24429999 0.204773 0.033552 0.289235
-7.17119980 -16.56889915 2.07990003 0.617105 0.071530 0.959632
-7.03480005 -16.60919952 4.92679977 0.637412 0.048882 0.981831
-7.12620020 -16.63209915 5.09919977 0.750691 0.075208 0.968859
-6.98740005 -16.60040092 6.09140015 0.591368 0.073411 0.987966
-7.10020018 -16.64399910 6.31160021 0.736489 0.059662 0.930305
-10.12209988 -17.29380035 12.54469967 0.283204 0.210224 0.717095
-10.21370029 -17.39940071 12.76710033 0.319883 0.095184 0.014165
-9.72700024 -17.03310013 13.80620003 0.369320 0.228924 0.913338
-9.86240005 -16.92519951 14.42430019 0.115716 0.115629 0.961754
-9.97550011 -17.12089920 14.67710018 0.227552 0.151594 0.456057
-8.15730000 -17.00349998 9.76519966 0.357096 0.180391 0.506363
-7.42570019 -16.41790009 10.94239998 0.101902 0.069558 0.835492
-7.34829998 -16.36730003 11.47299957 0.087690 0.232557 0.095486
-7.04180002 -14.27919960 13.70020008 0.410897 0.159353 0.281071
-10.33640003 -17.21879959 12.15279961 0.386657 0.183432 0.350668
-7.88450003 -17.24539948 11.87409973 0.227768 0.130143 0.530662
-8.40660000 -15.80230045 13.66639996 0.031077 0.228135 0.908866
-10.31359959 -17.27680016 12.53909969 0.376951 0.153169 0.172477
-7.11289978 -16.55209923 12.92029953 0.202286 0.207757 0.734838
-9.04669952 -17.19479942 12.67969990 0.277456 0.196723 0.386908
-7.64580011 -16.40089989 13.87110043 0.158657 0.119921 0.057832
-6.82359982 -15.87819958 14.72830009 0.276604 0.196218 0.814630
-8.93509960 -16.82189941 14.27429962 0.589986 0.101137 0.569019
-7.21320009 -18.69269943 11.86769962 0.292765 0.108355 0.341195
-9.59169960 -16.77050018 14.80469990 0.139044 0.219870 0.083498
-8.19499969 -16.55450058 14.87240028 0.471315 0.163461 0.137999
-10.17609978 -17.02009964 16.40029907 0.281515 0.196603 0.756756
-8.70909977 -16.86199951 16.36860085 0.186329 0.154058 0.591226
-9.46660042 -14.78629971 19.99500084 nan nan nan
-7.79440022 -15.63290024 18.49889946 0.291953 0.181752 0.485894
-6.50509977 -17.26810074 15.97270012 0.344746 0.174771 0.874495
-10.17140007 -16.06579971 19.42429924 nan nan nan
-7.65399981 -16.55349922 18.71699905 0.224583 0.245157 0.653868
-9.03870010 -18.22669983 18.57589912 0.470186 0.097006 0.067654
-7.45359993 -17.75230026 19.00079918 0.359571 0.123393 0.638072
-6.20419979 -15.48579979 22.68759918 0.018905 0.005789 0.990257
-6.35389996 -17.03310013 20.92250061 0.571025 0.000945 0.038129
-8.11890030 -18.21319962 19.58419991 0.147165 0.193716 0.234096
-7.35690022 -18.82180023 18.65909958 0.363075 0.167311 0.900971
-5.20489979 -16.73480034 22.16220093 0.134464 0.018484 0.269839
-6.78060007 -16.59119987 24.12249947 nan nan nan
-7.21250010 -16.59910011 8.16940022 0.536504 0.075544 0.963231
-8.22239971 -16.69820023 10.14120007 0.065549 0.233090 0.202128
-7.17689991 -16.61919975 9.61270046 0.383267 0.094027 0.956208
-7.43109989 -16.47699928 10.59969997 0.089486 0.032299 0.539129
-8.25459957 -16.88920021 11.60350037 0.174463 0.023530 0.304072
-9.13449955 -17.03680038 12.90139961 0.608776 0.151665 0.190871
-6.58360004 -17.91780090 10.23250008 0.395492 0.163842 0.647596
-7.09170008 -16.54030037 12.97990036 0.599119 0.121177 0.891743
-6.24520016 -17.73180008 11.02589989 0.032315 0.264215 0.957452
-7.59289980 -16.60619926 13.52369976 0.172398 0.109414 0.121435
-6.16219997 -17.82220078 11.14780045 0.475831 0.167673 0.627093
-8.15139961 -17.73399925 12.94670010 0.044504 0.229953 0.791425
-6.41970015 -17.21739960 12.40200043 0.210892 0.189531 0.589813
-5.93949986 -17.50650024 11.76420021 0.419922 0.197293 0.915833
-7.87839985 -15.91329956 15.45530033 0.325093 0.145575 0.786710
-7.18769979 -16.60479927 14.53260040 0.029487 0.221781 0.022988
-7.14809990 -16.59679985 14.63679981 0.398215 0.153899 0.566593
-8.25419998 -17.69869995 14.74260044 0.414935 0.006549 0.536600
-7.19799995 -18.61280060 12.81540012 0.407535 0.135669 0.669301
-10.06729984 -16.20420074 19.37899971 0.415661 0.022063 0.004181
-7.75419998 -15.61480045 18.55290031 0.218185 0.215773 0.487600
-7.14760017 -16.54980087 16.77280045 0.249014 0.047892 0.875509
-6.53329992 -16.83839989 15.92990017 0.122234 0.003590 0.840047
-6.35010004 -16.36289978 16.77529907 0.399356 0.098155 0.255846
-7.70400000 -17.69319916 16.33169937 0.135947 0.218509 0.182283
-5.90180016 -17.92690086 14.66969967 0.060363 0.261597 0.482801
-5.83190012 -17.82410049 14.90009975 0.558048 0.107468 0.539312
-6.22200012 -17.28039932 16.29879951 0.123647 0.098614 0.753159
-6.51140022 -15.79010010 19.17840004 0.134052 0.225547 0.835686
-7.26650000 -16.51860046 18.91620064 0.461743 0.143531 0.979622
-8.64239979 -17.71019936 18.72480011 0.403010 0.096908 0.055337
-5.11600018 -18.27050018 14.45310020 0.212629 0.192659 0.938863
-5.37760019 -17.88899994 15.84599972 0.350858 0.143281 0.408066
-5.98890018 -15.56669998 20.74620056 0.246577 0.188877 0.830581
-5.93940020 -15.59860039 20.84140015 0.388793 0.178510 0.940023
-7.62190008 -17.54619980 19.34000015 0.428298 0.147142 0.521935
-5.24669981 -16.49839973 19.27400017 0.370924 0.129507 0.416440
-7.22970009 -16.71479988 21.66580009 0.411718 0.030939 0.008979
-5.44990015 -16.48310089 21.20789909 0.064541 0.303722 0.788002
-7.12799978 -18.93280029 19.02650070 0.359426 0.220237 0.271864
-4.72650003 -17.47579956 19.62890053 0.158067 0.215988 0.454535
-7.00209999 -16.54100037 7.23909998 0.736670 0.064523 0.969997
-7.13829994 -16.62490082 7.88450003 0.560520 0.076789 0.994645
-7.00860023 -16.54759979 8.06709957 0.695807 0.066710 0.866593
-7.25500011 -16.57410049 8.65600014 0.580022 0.092767 0.945206
-8.34189987 -16.71890068 10.15559959 0.270942 0.148299 0.241463
-10.17389965 -17.06380081 13.39939976 0.147908 0.180285 0.850927
-9.20839977 -15.77280045 13.48250008 0.211309 0.112246 0.472105
-10.03890038 -17.11630058 13.55010033 0.380654 0.203076 0.587626
-9.06630039 -15.74330044 13.72000027 0.109554 0.257350 0.131465
-8.54539967 -15.53050041 13.29109955 0.422592 0.129519 0.677849
-6.81459999 -16.85910034 9.90820026 0.011038 0.085980 0.931909
-9.57059956 -16.71570015 14.82339954 0.063072 0.272628 0.177725
-5.53009987 -16.40279961 9.71300030 0.379695 0.200852 0.519245
-6.68699980 -17.89130020 10.30379963 0.550704 0.141350 0.962406
-7.96770000 -17.47109985 13.47119999 0.369372 0.189084 0.410727
-6.71080017 -15.54539967 14.38169956 0.337528 0.186521 0.945881
-6.27960014 -17.70919991 10.90649986 0.459305 0.162890 0.969861
-8.20779991 -18.14629936 13.71059990 0.218067 0.052761 0.695776
-7.54059982 -16.24539948 15.37769985 0.597528 0.025368 0.980698
-6.81300020 -17.42250061 12.61240005 0.155559 0.249775 0.890308
-9.63910007 -16.27039909 19.07410049 0.284314 0.080775 0.815177
-5.34609985 -16.43440056 11.81849957 0.442391 0.164286 0.533936
-7.95489979 -17.42550087 14.93439960 0.180485 0.119064 0.445877
-4.75890017 -16.41609955 11.44180012 0.640523 0.104603 0.882694
-7.45090008 -18.51959991 13.09480000 0.296802 0.179237 0.297914
-7.06759977 -18.67239952 12.27840042 0.465376 0.173877 0.695105
-8.59490013 -16.53269958 18.46929932 nan nan nan
-7.43130016 -16.55620003 16.73760033 0.678220 0.000094 0.723657
-7.41230011 -16.88820076 16.37809944 0.554555 0.135872 0.020254
-7.30399990 -16.49250031 17.00329971 0.124442 0.094389 0.658346
-7.25019979 -16.54409981 17.02370071 0.342112 0.069084 0.853496
-7.48600006 -15.70250034 19.48069954 0.156648 0.257211 0.015177
-6.64900017 -17.17790031 15.64920044 0.563324 0.173297 0.817607
-7.32600021 -16.54330063 18.65080070 0.209934 0.141246 0.986712
-7.73180008 -17.11529922 19.11980057 nan nan nan
-6.36119986 -15.81050014 19.21229935 0.214810 0.207106 0.847044
-7.05569983 -17.29229927 18.11560059 nan nan nan
-5.39219999 -18.20940018 14.93579960 0.235468 0.144754 0.619273
-5.94259977 -16.48579979 20.93610001 0.422552 0.091918 0.399809
-5.87610006 -16.52569962 20.99069977 0.409307 0.138146 0.551889
-5.79659986 -16.51320076 21.13380051 0.114957 0.058288 0.432962
-5.71400023 -16.49139977 21.29400063 0.123632 0.064277 0.850132
-5.64260006 -16.51779938 21.37380028 0.159232 0.051675 0.945645
-5.54930019 -16.44639969 21.61479950 0.193687 0.005435 0.371272
-5.48140001 -16.47599983 21.68470001 0.305748 0.212631 0.560061
-5.04820013 -17.41780090 19.28240013 0.332594 0.140755 0.517537
-5.16050005 -16.47809982 22.19370079 nan nan nan
-4.70489979 -17.52799988 19.66160011 0.145447 0.253535 0.790552
-10.27700043 -17.30970001 12.36600018 0.364211 0.178227 0.998874
-7.08389997 -16.62000084 5.62930012 0.573712 0.079596 0.932689
-10.07129955 -17.26280022 12.58059978 0.247093 0.221337 0.704118
-7.09999990 -16.60070038 7.55039978 0.478093 0.090817 0.910651
-7.59049988 -15.92099953 9.93910027 0.069946 0.118656 0.064382
-7.16599989 -16.62520027 8.19519997 0.794075 0.080207 0.990547
-10.29020023 -16.93350029 16.61100006 0.477396 0.155807 0.263407
-7.23570013 -16.63290024 8.87950039 0.414275 0.034026 0.903843
-10.04209995 -16.98539925 16.76049995 0.208984 0.194016 0.097637
-7.29309988 -16.56949997 9.65960026 0.395874 0.219417 0.630856
-7.60370016 -16.23360062 11.42809963 0.411313 0.094857 0.011861
-7.14410019 -16.64189911 9.69989967 0.633752 0.115809 0.916082
-7.80000019 -17.43490028 11.14830017 0.060560 0.163315 0.454922
-7.15250015 -16.62969971 10.52229977 0.375155 0.073226 0.759671
-8.74849987 -14.34659958 18.44109917 0.565410 0.076207 0.926624
-8.39379978 -16.67580032 14.57880020 0.405344 0.095633 0.502550
-7.19280005 -16.59919930 11.39410019 0.553924 0.140466 0.900269
-8.92609978 -16.88330078 16.45800018 0.612059 0.154193 0.912447
-8.20359993 -16.56940079 14.85280037 0.276865 0.173527 0.283242
-8.73659992 -16.79619980 16.74290085 0.461895 0.130536 0.206644
-7.97170019 -15.94309998 15.75949955 0.024162 0.253030 0.028444
-7.93830013 -17.90679932 13.52250004 0.260224 0.225113 0.858386
-7.14870024 -16.56200027 13.40789986 0.165932 0.213521 0.280339
-8.62080002 -16.54759979 18.72500038 0.393185 0.119130 0.590096
-7.23309994 -16.62249947 14.37749958 0.148642 0.115456 0.675940
-6.71619987 -16.89469910 12.39099979 0.226298 0.209553 0.413329
-8.42179966 -16.83519936 18.48940086 0.157192 0.209316 0.485774
-6.92479992 -17.46559906 12.68029976 0.084263 0.181946 0.970656
-6.38780022 -17.75880051 10.94970036 0.174791 0.177962 0.954621
-7.82089996 -17.71349907 16.31590080 0.665297 0.096714 0.044086
-5.65150023 -15.88020039 13.01749992 0.061811 0.121118 0.640330
-7.70340014 -16.75679970 19.29039955 nan nan nan
-7.02330017 -16.88179970 16.73010063 0.192902 0.182618 0.338962
-5.77810001 -17.60890007 11.47649956 0.358425 0.170876 0.758828
-7.35750008 -16.93099976 19.36739922 0.443743 0.156948 0.211617
-6.87060022 -16.28820038 19.10460091 0.078932 0.196162 0.915483
-6.85920000 -18.26849937 15.14109993 0.365780 0.053570 0.467480
-5.99359989 -17.46089935 15.60299969 0.040206 0.286039 0.956185
-5.80819988 -17.84289932 14.16740036 nan nan nan
-6.16230011 -15.50399971 22.63109970 0.071266 0.010584 0.822140
-6.13199997 -17.17399979 18.58340073 nan nan nan
-6.16529989 -18.84359932 15.02239990 0.180842 0.214384 0.176357
-6.11149979 -18.88689995 15.01529980 0.203842 0.206717 0.277284
-5.52519989 -16.51099968 21.78350067 0.330504 0.125628 0.347229
-5.29169989 -17.48399925 18.94400024 0.360288 0.083551 0.986831
-5.01450014 -16.55629921 22.22730064 0.065156 0.042231 0.829294
-4.44920015 -16.58810043 19.32229996 0.398741 0.018690 0.079852
-4.64270020 -17.46680069 19.57489967 0.451180 0.185508 0.262251
-9.69859982 -17.21610069 12.51420021 0.333163 0.217874 0.787552
-9.63850021 -17.26070023 12.48270035 0.464225 0.170056 0.571899
-9.44789982 -17.47649956 12.30239964 0.311208 0.162296 0.818387
-9.39060020 -17.49970055 12.29349995 0.175084 0.162831 0.129703
-9.16590023 -17.20030022 12.68290043 0.115939 0.230203 0.043215
-7.91830015 -16.04249954 7.74069977 0.026151 0.040441 0.068053
-8.79590034 -15.36190033 15.92669964 0.129952 0.221133 0.452298
-8.09700012 -17.07169914 9.75170040 0.343659 0.168045 0.348151
-7.24219990 -16.55060005 4.15950012 0.850202 0.052804 0.923998
-8.54479980 -16.76350021 14.36890030 0.472908 0.139137 0.875811
-8.07120037 -17.64089966 11.63230038 0.228569 0.246105 0.058397
-7.21330023 -16.60210037 6.33790016 0.702854 0.067635 0.927940
-8.00329971 -16.43409920 14.92280006 0.149859 0.125372 0.000862
-7.24580002 -16.60869980 8.19279957 0.341656 0.047939 0.962125
-7.12869978 -16.62890053 8.88529968 0.564889 0.082665 0.989358
-7.64400005 -16.21150017 15.29730034 0.161380 0.150214 0.942380
-7.39130020 -16.24300003 13.24209976 0.170025 0.078555 0.041912
-7.21269989 -16.61170006 11.15209961 0.425357 0.069965 0.941387
-7.59390020 -17.65859985 13.62660027 0.107537 0.208548 0.604636
-7.24170017 -16.61009979 12.91489983 0.312896 0.111348 0.966231
-6.69589996 -14.26340008 13.34710026 0.126648 0.239882 0.675933
-6.71570015 -16.85409927 9.52919960 0.109417 0.074726 0.492017
-6.98120022 -17.74810028 12.74619961 0.039289 0.003386 0.198328
-6.62760019 -17.95109940 10.13379955 0.295301 0.220738 0.816599
-6.26160002 -17.81539917 10.35070038 0.282219 0.195371 0.279784
-5.61159992 -16.60330009 11.58679962 0.552701 0.164601 0.513603
-5.21509981 -16.32999992 11.93309975 0.654523 0.120644 0.695890
-9.24209976 -15.76710033 13.57250023 0.378282 0.186726 0.647550
-8.04580021 -17.32029915 10.98270035 0.194024 0.180266 0.554344
-7.60900021 -15.99059963 13.13809967 0.117442 0.069551 0.538512
-7.47389984 -15.27840042 13.85319996 0.114854 0.137930 0.700910
-7.06920004 -16.61020088 7.82660007 0.634489 0.117161 0.941918
-6.49980021 -16.99020004 11.99489975 nan nan nan
-6.73390007 -17.93040085 10.25640011 0.216807 0.180377 0.672986
-7.27069998 -16.57950020 5.46150017 0.498740 0.046790 0.980733
-6.52370024 -17.95459938 10.21230030 0.457354 0.137311 0.587890
-6.98010015 -16.50839996 6.03140020 0.650262 0.077530 0.973125
-7.15030003 -16.62420082 4.34350014 0.823652 0.054931 0.989307
-7.24039984 -16.52519989 2.86339998 0.806172 0.045674 0.987452
-7.20510006 -16.58239937 2.84200001 0.708522 0.047342 0.967322
-5.89890003 -17.49370003 11.42380047 0.169809 0.217784 0.501118
-5.48169994 -15.72840023 9.70510006 0.105802 0.106370 0.424043
-5.18370008 -15.97080040 9.48610020 0.193121 0.145475 0.264726
-5.14620018 -15.51749992 9.06389999 0.252757 0.183629 0.990438
-10.24960041 -17.23139954 12.30360031 0.189870 0.239858 0.759317
-10.08390045 -17.14360046 12.29520035 0.332726 0.220228 0.993630
-8.20709991 -16.95719910 9.73419952 0.454423 0.149020 0.634941
-7.20550013 -16.63159943 10.33720016 0.408198 0.067711 0.930981
-7.04239988 -16.60129929 10.28199959 0.545505 0.094543 0.829006
-7.03719997 -16.61310005 9.44169998 0.414791 0.062768 0.952111
-7.58669996 -15.96269989 5.26210022 0.317420 0.039815 0.161602
-7.21920013 -16.58819962 5.39680004 0.767945 0.057597 0.984854
-5.27659988 -16.04380035 9.91289997 0.425346 0.121241 0.575464
-7.22720003 -16.54680061 4.24139977 0.576100 0.053247 0.972233
-7.01160002 -16.56959915 1.93750000 0.676152 0.051877 0.974157
-9.54419994 -17.24570084 12.82979965 0.070700 0.226252 0.156188
-9.25769997 -17.08909988 12.64340019 0.166665 0.265153 0.202192
-8.62779999 -15.66829967 13.33889961 0.327581 0.209322 0.740209
-7.14989996 -16.64459991 10.62479973 0.463137 0.197497 0.497759
-7.10720015 -16.62929916 10.59160042 0.299810 0.145187 0.452310
-7.26429987 -16.61779976 9.72869968 0.263973 0.138645 0.986725
-7.16510010 -16.64859962 8.62500000 0.670105 0.063353 0.963114
-5.93820000 -17.27309990 8.63199997 0.055789 0.046332 0.413869
-7.03410006 -16.59670067 6.78469992 0.497908 0.084024 0.946723
-7.16389990 -16.61630058 6.09749985 0.630043 0.055138 0.943840
-7.56409979 -15.99330044 5.30319977 0.262039 0.033348 0.155473
-7.20800018 -16.58970070 5.39080000 0.769548 0.058478 0.951830
-7.06269979 -16.60829926 5.24049997 0.802815 0.053535 0.952796
-7.11250019 -16.61590004 4.55130005 0.753677 0.048972 0.960237
-6.99819994 -16.55520058 4.47399998 0.618399 0.086695 0.994843
-7.28160000 -16.50209999 3.36380005 0.533126 0.034329 0.944712
-7.16179991 -16.58340073 1.88230002 0.664083 0.064242 0.919004
-5.37139988 -15.37779999 -0.27419999 0.096327 0.271982 0.201114
-5.63549995 -15.90320015 -0.86369997 0.217798 0.172839 0.069141
-6.05670023 -16.50020027 -1.23619998 0.136270 0.054392 0.116821
-4.82550001 -18.08399963 -1.00100005 0.232617 0.179750 0.722510
