"point" "x" "y" "z"
"27679" "-10.10149956" "-17.24710083" "12.69260025"
"27680" "-8.15130043" "-16.64579964" "15.26939964"
"27681" "-7.89709997" "-17.24810028" "14.43029976"
"27682" "-8.94299984" "-14.33110046" "19.64340019"
"27683" "-9.67360020" "-16.77939987" "14.59790039"
"27684" "-8.28390026" "-16.97060013" "15.28359985"
"27685" "-7.18529987" "-17.55879974" "15.00730038"
"27686" "-5.55810022" "-17.79500008" "15.72659969"
"27687" "-9.70170021" "-16.90489960" "14.74930000"
"27688" "-7.89860010" "-15.65699959" "18.62929916"
"27689" "-7.52510023" "-16.32620049" "17.70919991"
"27690" "-8.23060036" "-17.88500023" "14.19509983"
"27691" "-7.86609983" "-18.29330063" "13.75259972"
"27692" "-6.71649981" "-18.12100029" "15.01749992"
"27693" "-4.80770016" "-18.28280067" "16.20520020"
"27694" "-7.61959982" "-17.57699966" "16.18799973"
"27695" "-5.77029991" "-17.00320053" "19.19650078"
"27696" "-10.15260029" "-16.83139992" "16.54700089"
"27697" "-10.18050003" "-16.90209961" "16.52700043"
"27698" "-10.17280006" "-16.91620064" "16.66300011"
"27699" "-10.21430016" "-17.00950050" "16.58849907"
"27700" "-8.99170017" "-16.48780060" "18.98189926"
"27701" "-8.75780010" "-16.22159958" "19.99860001"
"27702" "-10.27229977" "-17.18370056" "16.65819931"
"27703" "-8.45330048" "-16.16489983" "22.18910027"
"27704" "-7.84480000" "-17.82629967" "19.21559906"
"27705" "-7.36670017" "-18.42130089" "18.75769997"
"27706" "-9.82209969" "-15.20219994" "-1.25279999"
"27707" "-9.89910030" "-15.93379974" "-1.32389998"
"27708" "-9.41469955" "-15.75020027" "-1.37179995"
"27709" "-7.20690012" "-16.37210083" "2.67799997"
"27710" "-7.21899986" "-16.49449921" "2.76130009"
"27711" "-7.03429985" "-16.62639999" "3.10400009"
"27712" "-7.22569990" "-16.52289963" "3.44090009"
"27713" "-7.13250017" "-16.61030006" "3.62949991"
"27714" "-7.11040020" "-16.61930084" "3.66540003"
"27715" "-7.24650002" "-16.45879936" "4.05399990"
"27716" "-7.20340014" "-16.57329941" "4.19290018"
"27717" "-7.09950018" "-16.62739944" "4.37300014"
"27718" "-7.22580004" "-16.52350044" "4.84289980"
"27719" "-7.22739983" "-16.53359985" "5.60010004"
"27720" "-7.22049999" "-16.43490028" "6.35640001"
"27721" "-7.22860003" "-16.58009911" "7.28690004"
"27722" "-5.17819977" "-15.45390034" "9.05510044"
"27723" "-7.23880005" "-16.54430008" "8.18669987"
"27724" "-7.12739992" "-16.64349937" "8.43840027"
"27725" "-7.23379993" "-16.55270004" "9.23139954"
"27726" "-5.70209980" "-16.36660004" "9.73890018"
"27727" "-7.06309986" "-16.61370087" "9.59169960"
"27728" "-6.65780020" "-14.33450031" "13.58310032"
"27729" "-6.62979984" "-14.36030006" "13.66409969"
"27730" "-7.81449986" "-16.44849968" "10.31760025"
"27731" "-4.76399994" "-16.33279991" "11.27989960"
"27732" "-7.27470016" "-14.90089989" "14.05729961"
"27733" "-5.78789997" "-15.60799980" "12.95040035"
"27734" "-5.66909981" "-16.26180077" "12.10849953"
"27735" "-5.84929991" "-15.88819981" "12.95450020"
"27736" "-7.95090008" "-16.83889961" "11.53299999"
"27737" "-7.96560001" "-16.25760078" "12.79170036"
"27738" "-8.80889988" "-15.79969978" "13.83020020"
"27739" "-7.09030008" "-15.56270027" "14.86110020"
"27740" "-7.08190012" "-15.67249966" "14.93459988"
"27741" "-8.03349972" "-17.39979935" "11.58769989"
"27742" "-6.60290003" "-17.78899956" "11.03549957"
"27743" "-9.99919987" "-17.20509911" "12.30799961"
"27744" "-9.37399960" "-17.16500092" "12.53750038"
"27745" "-7.88240004" "-16.29780006" "14.92150021"
"27746" "-9.62479973" "-16.90859985" "13.61499977"
"27747" "-8.97609997" "-16.91399956" "13.77560043"
"27748" "-8.89039993" "-16.86149979" "14.04339981"
"27749" "-8.69880009" "-16.68009949" "14.61159992"
"27750" "-7.64309978" "-16.32889938" "15.66499996"
"27751" "-8.68150043" "-16.77160072" "14.71479988"
"27752" "-8.09980011" "-15.16889954" "18.69449997"
"27753" "-7.08160019" "-16.84169960" "15.48200035"
"27754" "-8.04640007" "-17.13829994" "14.82170010"
"27755" "-8.55729961" "-16.14570045" "17.39649963"
"27756" "-6.26270008" "-17.60190010" "14.36820030"
"27757" "-8.86009979" "-16.82489967" "16.55890083"
"27758" "-8.09930038" "-18.22690010" "13.34860039"
"27759" "-7.60729980" "-18.40229988" "13.11450005"
"27760" "-7.18139982" "-18.61599922" "12.75819969"
"27761" "-5.51219988" "-18.07509995" "14.66230011"
"27762" "-6.30560017" "-16.99099922" "17.68689919"
"27763" "-5.57060003" "-17.72610092" "15.99170017"
"27764" "-5.39130020" "-18.18210030" "14.96100044"
"27765" "-4.68599987" "-18.31150055" "14.92339993"
"27766" "-7.64179993" "-16.95890045" "18.39399910"
"27767" "-5.92490005" "-17.03050041" "18.75460052"
"27768" "-6.36040020" "-18.62940025" "14.62189960"
"27769" "-7.42119980" "-17.07390022" "19.22019958"
"27770" "-6.12200022" "-16.80999947" "20.56649971"
"27771" "-6.24679995" "-18.84679985" "14.97900009"
"27772" "-7.01090002" "-18.24939919" "18.56900024"
"27773" "-8.46380043" "-18.83819962" "16.54730034"
"27774" "-7.23799992" "-16.51840019" "2.68470001"
"27775" "-7.24889994" "-16.44759941" "3.61279988"
"27776" "-7.24399996" "-16.53750038" "4.13280010"
"27777" "-7.26170015" "-16.48279953" "4.62779999"
"27778" "-7.03109980" "-16.59339905" "4.32800007"
"27779" "-7.08629990" "-16.61240005" "5.35249996"
"27780" "-7.20529985" "-16.60670090" "7.04460001"
"27781" "-7.10760021" "-16.61079979" "7.84450006"
"27782" "-6.75880003" "-14.18470001" "13.35050011"
"27783" "-8.15369987" "-16.29170036" "10.58629990"
"27784" "-5.49219990" "-15.96220016" "9.81560040"
"27785" "-7.00479984" "-14.90909958" "14.05860043"
"27786" "-6.83529997" "-15.33489990" "14.26350021"
"27787" "-6.78100014" "-15.35709953" "14.35700035"
"27788" "-5.47319984" "-16.52160072" "11.63669968"
"27789" "-7.36110020" "-17.06909943" "12.91209984"
"27790" "-6.33039999" "-17.48909950" "14.72439957"
"27791" "-7.23129988" "-18.52199936" "11.74170017"
"27792" "-6.31529999" "-18.62159920" "14.54310036"
"27793" "-4.91489983" "-18.24580002" "15.76459980"
"27794" "-4.56990004" "-18.40730095" "15.00230026"
"27795" "-6.00260019" "-18.90069962" "15.07909966"
"27796" "-7.24090004" "-16.41200066" "2.11630011"
"27797" "-7.24130011" "-16.37360001" "2.90799999"
"27798" "-7.20030022" "-16.55610085" "3.74230003"
"27799" "-7.27110004" "-16.50769997" "4.59310007"
"27800" "-7.24870014" "-16.40080070" "6.10850000"
"27801" "-7.20499992" "-16.58480072" "6.08830023"
"27802" "-7.28049994" "-16.47030067" "7.17679977"
"27803" "-7.20069981" "-16.60190010" "6.62589979"
"27804" "-7.18599987" "-16.61849976" "7.20230007"
"27805" "-5.49669981" "-15.73880005" "9.62170029"
"27806" "-5.36159992" "-15.78600025" "12.24349976"
"27807" "-5.96670008" "-16.37899971" "11.30379963"
"27808" "-4.96089983" "-16.28380013" "11.51169968"
"27809" "-4.86870003" "-16.35799980" "11.56999969"
"27810" "-6.90070009" "-18.70159912" "8.47959995"
"27811" "-7.93680000" "-16.03899956" "7.73729992"
"27812" "-7.84880018" "-16.07060051" "7.76049995"
"27813" "-7.45569992" "-15.94509983" "6.87879992"
"27814" "-6.96439981" "-16.02429962" "5.96630001"
"27815" "-7.24709988" "-16.57939911" "7.71129990"
"27816" "-7.11889982" "-16.63759995" "7.73799992"
"27817" "-7.21969986" "-16.57839966" "5.08659983"
"27818" "-7.04139996" "-16.62450027" "6.10979986"
"27819" "-7.24270010" "-16.42919922" "1.86880004"
"27820" "-7.24310017" "-16.39349937" "1.15279996"
"27821" "-7.20609999" "-16.53350067" "2.21530008"
"27822" "-7.02489996" "-16.61260033" "4.23269987"
"27823" "-7.11199999" "-16.62800026" "3.36529994"
"27824" "-7.09619999" "-16.61790085" "1.83510005"
"27825" "-7.17210007" "-16.63360023" "4.88229990"
"27826" "-7.24410009" "-16.40950012" "4.08720016"
"27827" "-7.18349981" "-16.59620094" "4.42729998"
"27828" "-7.23939991" "-16.50480080" "4.02360010"
"27829" "-7.22550011" "-16.54030037" "4.00040007"
"27830" "-7.05560017" "-16.62010002" "4.41839981"
"27831" "-7.25089979" "-16.42580032" "1.56270003"
"27832" "-7.23929977" "-16.55050087" "1.50310004"
"27833" "-5.53399992" "-13.87199974" "0.06040000"
"27834" "-7.19500017" "-16.58130074" "0.34700000"
"27835" "-7.07910013" "-16.59420013" "0.31700000"
"27836" "-5.53119993" "-15.50930023" "-0.48980001"
"27837" "-5.42240000" "-17.78610039" "-0.98379999"
"27838" "-7.12230015" "-16.61249924" "4.42100000"
"27839" "-7.25299978" "-16.43330002" "4.08150005"
"27840" "-7.23759985" "-16.49729919" "4.01189995"
"27841" "-7.22760010" "-16.52770042" "3.97799993"
"27842" "-7.01809978" "-16.61210060" "3.28900003"
"27843" "-7.22930002" "-16.51700020" "2.43540001"
"27844" "-7.20879984" "-16.53540039" "2.41179991"
"27845" "-7.19390011" "-16.55920029" "2.38579988"
"27846" "-7.16820002" "-16.57239914" "2.36470008"
"27847" "-7.05249977" "-16.61070061" "2.28769994"
"27848" "-7.06309986" "-16.60479927" "1.81309998"
"27849" "-7.34089994" "-13.42590046" "-1.07070005"
"27850" "-8.03320026" "-14.49839973" "-1.06449997"
"27851" "-7.22189999" "-16.55050087" "0.99210000"
"27852" "-7.25409985" "-16.44770050" "0.62620002"
"27853" "-7.16879988" "-16.58559990" "0.48769999"
"27854" "-7.18860006" "-16.58849907" "0.04660000"
"27855" "-5.31069994" "-13.97910023" "-0.40320000"
"27856" "-5.42869997" "-14.20339966" "-0.46700001"
"27857" "-7.25129986" "-16.32719994" "-0.65039998"
"27858" "-5.68480015" "-14.35659981" "-0.97180003"
"27859" "-7.30480003" "-16.46380043" "-1.14900005"
"27860" "-4.47889996" "-14.46630001" "-0.59859997"
"27861" "-5.18650007" "-15.16740036" "-0.64139998"
"27862" "-4.69899988" "-15.14319992" "-0.32960001"
"27863" "-5.21820021" "-15.64089966" "-0.38350001"
"27864" "-6.03249979" "-15.72620010" "-1.02730000"
"27865" "-5.26130009" "-15.65139961" "-0.91310000"
"27866" "-7.45669985" "-17.05719948" "-1.39929998"
"27867" "-8.91079998" "-18.24290085" "-1.48940003"
"27868" "-4.78200006" "-16.06710052" "-0.36430001"
"27869" "-4.63700008" "-15.80309963" "-0.81639999"
"27870" "-6.43429995" "-16.68880081" "-1.37909997"
"27871" "-5.91569996" "-17.49500084" "-1.27750003"
"27872" "-4.52029991" "-16.88710022" "-1.09590006"
"27873" "-7.22989988" "-16.54369926" "3.51620007"
"27874" "-7.10830021" "-16.61930084" "3.30220008"
"27875" "-7.23890018" "-16.46159935" "2.92709994"
"27876" "-7.23710012" "-16.48909950" "2.21160007"
"27877" "-7.23430014" "-16.51479912" "2.17589998"
"27878" "-7.22900009" "-16.53790092" "2.14159989"
"27879" "-7.19950008" "-16.56340027" "2.08310008"
"27880" "-7.23120022" "-16.35110092" "1.72829998"
"27881" "-7.05709982" "-16.61610031" "1.89199996"
"27882" "-7.23559999" "-16.41349983" "1.65610003"
"27883" "-7.23780012" "-16.44289970" "1.62210000"
"27884" "-7.22790003" "-16.33340073" "1.11199999"
"27885" "-7.24450016" "-16.49029922" "0.94569999"
"27886" "-7.16520023" "-13.50230026" "-0.89170003"
"27887" "-7.23549986" "-16.49850082" "0.31819999"
"27888" "-7.13110018" "-13.61919975" "-1.02559996"
"27889" "-7.15040016" "-16.57850075" "0.14910001"
"27890" "-10.09049988" "-16.74480057" "-1.50769997"
"27891" "-5.60190010" "-13.70880032" "-0.54409999"
"27892" "-7.25290012" "-16.53380013" "-0.30350000"
"27893" "-10.38780022" "-17.47380066" "-1.61249995"
"27894" "-5.88509989" "-14.25370026" "-0.76480001"
"27895" "-7.29120016" "-16.39830017" "-0.72329998"
"27896" "-5.36219978" "-15.44040012" "-0.29699999"
"27897" "-4.66629982" "-14.33220005" "-0.54530001"
"27898" "-7.28709984" "-16.50270081" "-0.83340001"
"27899" "-5.81470013" "-14.53489971" "-1.11259997"
"27900" "-7.74630022" "-16.23550034" "-1.26670003"
"27901" "-5.32789993" "-15.56480026" "-0.46680000"
"27902" "-7.23430014" "-16.55949974" "-0.94580001"
"27903" "-4.56629992" "-15.87749958" "-0.03500000"
"27904" "-4.30789995" "-14.75520039" "-0.54460001"
"27905" "-5.39580011" "-15.80809975" "-0.67030001"
"27906" "-7.16989994" "-16.65600014" "-1.11119998"
"27907" "-4.99989986" "-15.55850029" "-0.77160001"
"27908" "-7.14480019" "-16.71209908" "-1.19459999"
"27909" "-7.77080011" "-17.04719925" "-1.43970001"
"27910" "-6.33629990" "-16.59350014" "-1.27929997"
"27911" "-4.48640013" "-15.94919968" "-0.94040000"
"27912" "-6.68599987" "-16.97699928" "-1.33790004"
"27913" "-8.06299973" "-17.97430038" "-1.52670002"
"27914" "-7.23320007" "-16.43359947" "3.35689998"
"27915" "-7.22069979" "-16.50720024" "3.15380001"
"27916" "-7.17899990" "-16.58359909" "2.89249992"
"27917" "-7.04960012" "-16.62389946" "2.56080008"
"27918" "-7.18779993" "-16.54269981" "1.90310001"
"27919" "-7.15850019" "-16.58189964" "1.76709998"
"27920" "-7.11700010" "-16.60899925" "1.63660002"
"27921" "-7.09880018" "-16.60820007" "1.60679996"
"27922" "-7.23899984" "-16.33659935" "0.42109999"
"27923" "-5.60290003" "-13.74849987" "-0.09190000"
"27924" "-5.23120022" "-14.08440018" "-0.13100000"
"27925" "-5.73869991" "-14.05350018" "-0.35499999"
"27926" "-7.98859978" "-14.52000046" "-1.04460001"
"27927" "-9.45880032" "-15.65120029" "-1.27240002"
"27928" "-7.03980017" "-16.56830025" "-0.34999999"
"27929" "-5.66440010" "-14.11740017" "-0.59840000"
"27930" "-7.98400021" "-14.66020012" "-1.24870002"
"27931" "-9.99520016" "-16.67040062" "-1.36380005"
"27932" "-4.52689981" "-15.86209965" "0.07880000"
"27933" "-5.38210011" "-13.93150043" "-0.80330002"
"27934" "-10.05959988" "-16.87179947" "-1.47420001"
"27935" "-4.58339977" "-14.41250038" "-0.62390000"
"27936" "-5.82149982" "-14.57579994" "-1.07809997"
"27937" "-7.19350004" "-16.57819939" "-1.01489997"
"27938" "-7.81799984" "-16.39459991" "-1.35469997"
"27939" "-7.61210012" "-16.69079971" "-1.34510005"
"27940" "-5.25190020" "-15.87749958" "-1.04680002"
"27941" "-7.32119989" "-16.89900017" "-1.34529996"
"27942" "-4.97240019" "-16.21030045" "-1.03530002"
"27943" "-8.94709969" "-18.20470047" "-1.43869996"
"27944" "-8.25150013" "-17.92970085" "-1.49699998"
"27945" "-6.09859991" "-17.25690079" "-1.29369998"
"27946" "-7.39890003" "-17.15349960" "24.45059967"
"27947" "-7.29390001" "-17.03450012" "24.60580063"
"27948" "-8.58059978" "-18.15870094" "18.73399925"
"27949" "-7.98939991" "-16.31809998" "22.13710022"
"27950" "-7.51929998" "-17.02160072" "20.96940041"
"27951" "-8.19040012" "-17.63909912" "18.25740051"
"27952" "-10.14159966" "-16.76659966" "16.44090080"
"27953" "-8.29510021" "-16.61779976" "18.74600029"
"27954" "-9.25450039" "-16.69359970" "16.59760094"
"27955" "-7.20559978" "-16.47890091" "18.77190018"
"27956" "-10.31210041" "-17.22559929" "13.61349964"
"27957" "-8.46679974" "-16.77860069" "16.20369911"
"27958" "-8.42389965" "-16.71999931" "15.91149998"
"27959" "-7.55019999" "-15.67700005" "18.03289986"
"27960" "-10.23869991" "-17.20770073" "12.66880035"
"27961" "-9.38689995" "-16.95680046" "13.60999966"
"27962" "-7.85729980" "-17.00670052" "14.90979958"
"27963" "-9.58629990" "-17.24329948" "12.65200043"
"27964" "-8.84420013" "-15.07800007" "16.07769966"
"27965" "-9.53600025" "-17.19359970" "12.25070000"
"27966" "-8.86839962" "-17.21730042" "12.57229996"
"27967" "-8.16460037" "-15.33440018" "15.61750031"
"27968" "-9.20499992" "-15.73540020" "13.96090031"
"27969" "-8.62950039" "-15.98789978" "13.85309982"
"27970" "-8.74699974" "-17.06570053" "12.17300034"
"27971" "-9.09379959" "-15.62650013" "13.53859997"
"27972" "-7.37540007" "-15.42570019" "14.79119968"
"27973" "-6.70380020" "-15.64459991" "14.67259979"
"27974" "-7.34959984" "-15.39220047" "14.29249954"
"27975" "-7.67990017" "-15.78479958" "13.13679981"
"27976" "-7.22440004" "-16.36249924" "0.43650001"
"27977" "-7.22300005" "-16.36899948" "0.36790001"
"27978" "-7.23610020" "-16.39889908" "0.22720000"
"27979" "-7.23719978" "-16.40419960" "0.19290000"
"27980" "-5.54150009" "-14.09280014" "-0.03430000"
"27981" "-7.25250006" "-16.48419952" "-0.31439999"
"27982" "-5.93330002" "-13.92099953" "-0.40030000"
"27983" "-5.42420006" "-14.03479958" "-0.51590002"
"27984" "-5.31020021" "-13.97029972" "-0.90859997"
"27985" "-7.23769999" "-16.55290031" "-0.90759999"
"27986" "-7.95330000" "-14.66679955" "-1.21560001"
"27987" "-9.48939991" "-15.80049992" "-1.31560004"
"27988" "-7.42290020" "-16.29509926" "-1.18640006"
"27989" "-9.27019978" "-16.05270004" "-1.39499998"
"27990" "-10.18980026" "-16.44739914" "-1.42149997"
"27991" "-7.28679991" "-16.65740013" "-1.26540005"
"27992" "-9.71850014" "-16.77470016" "-1.53320003"
"27993" "-9.95750046" "-17.17210007" "-1.67719996"
"27994" "-8.25039959" "-18.44269943" "19.43160057"
"27995" "-8.03969955" "-18.06889915" "19.50410080"
"27996" "-6.76949978" "-16.76169968" "23.15859985"
"27997" "-8.16549969" "-18.81469917" "16.45289993"
"27998" "-8.56849957" "-16.12789917" "22.04829979"
"27999" "-8.77980042" "-16.20289993" "19.92510033"
"28000" "-8.99409962" "-16.46960068" "18.93750000"
"28001" "-8.95660019" "-16.39450073" "18.94059944"
"28002" "-8.95810032" "-16.37450027" "18.80039978"
"28003" "-10.16510010" "-16.92790031" "16.41320038"
"28004" "-5.03910017" "-17.52799988" "19.36949921"
"28005" "-7.45839977" "-16.69420052" "18.54509926"
"28006" "-7.24779987" "-15.29699993" "21.39970016"
"28007" "-9.69530010" "-16.06080055" "17.59589958"
"28008" "-6.74009991" "-16.78829956" "18.03510094"
"28009" "-7.75729990" "-16.80999947" "17.03820038"
"28010" "-8.63020039" "-16.76530075" "16.16020012"
"28011" "-9.00619984" "-16.15870094" "16.95330048"
"28012" "-8.19680023" "-17.10300064" "15.23700047"
"28013" "-5.20749998" "-18.36020088" "14.87969971"
"28014" "-7.32259989" "-18.46089935" "13.07339954"
"28015" "-9.64980030" "-16.94109917" "13.90279961"
"28016" "-7.34060001" "-18.38199997" "12.83559990"
"28017" "-6.90520000" "-16.49780083" "16.37010002"
"28018" "-5.03020000" "-18.02519989" "14.76910019"
"28019" "-8.69209957" "-16.51619911" "14.60309982"
"28020" "-9.96940041" "-17.31719971" "12.32470036"
"28021" "-7.11990023" "-18.63139915" "11.86089993"
"28022" "-6.75379992" "-16.96739960" "14.68159962"
"28023" "-7.25740004" "-16.57259941" "14.77490044"
"28024" "-7.41069984" "-17.37630081" "12.87209988"
"28025" "-7.29559994" "-16.46680069" "14.28040028"
"28026" "-7.29510021" "-16.44000053" "14.20580006"
"28027" "-7.37020016" "-16.46400070" "13.88799953"
"28028" "-8.47500038" "-15.91300011" "13.87969971"
"28029" "-9.10029984" "-15.76910019" "13.67889977"
"28030" "-7.58249998" "-17.29759979" "11.93509960"
"28031" "-6.76760006" "-15.66440010" "14.71100044"
"28032" "-6.32569981" "-17.43729973" "11.99190044"
"28033" "-6.69320011" "-16.28879929" "13.25100040"
"28034" "-7.37589979" "-15.23620033" "14.17940044"
"28035" "-7.18529987" "-14.83250046" "14.03820038"
"28036" "-6.97690010" "-17.58020020" "10.16800022"
"28037" "-5.80340004" "-15.86069965" "12.87339973"
"28038" "-7.03429985" "-14.49890041" "13.88199997"
"28039" "-5.49539995" "-16.21409988" "12.14480019"
"28040" "-8.03619957" "-17.17200089" "9.64960003"
"28041" "-5.28569984" "-15.92020035" "12.21030045"
"28042" "-6.41179991" "-17.33370018" "9.49790001"
"28043" "-6.93009996" "-16.52720070" "10.17129993"
"28044" "-7.12589979" "-16.62430000" "9.65660000"
"28045" "-5.62680006" "-16.34490013" "9.80869961"
"28046" "-7.26440001" "-16.54929924" "8.95160007"
"28047" "-7.27460003" "-16.49699974" "8.78849983"
"28048" "-5.21430016" "-15.44219971" "9.15450001"
"28049" "-7.22779989" "-16.60950089" "7.19939995"
"28050" "-7.43219995" "-16.00239944" "6.97700024"
"28051" "-7.12489986" "-16.62529945" "5.82079983"
"28052" "-7.07959986" "-16.61269951" "4.34679985"
"28053" "-7.18289995" "-16.59679985" "3.99469995"
"28054" "-7.25740004" "-16.44700050" "3.39779997"
"28055" "-7.92729998" "-14.53419971" "-1.07589996"
"28056" "-8.56639957" "-15.38609982" "-1.27999997"
"28057" "-8.95680046" "-15.34169960" "-1.31500006"
"28058" "-9.64929962" "-15.83889961" "-1.31200004"
"28059" "-9.91839981" "-16.79669952" "-1.41020000"
"28060" "-10.20359993" "-16.70319939" "-1.49370003"
"28061" "-10.02770042" "-16.91010094" "-1.58449996"
"28062" "-7.30700016" "-16.84560013" "24.47579956"
"28063" "-7.88719988" "-18.24029922" "19.38209915"
"28064" "-7.19670010" "-18.39130020" "19.06970024"
"28065" "-8.70470047" "-17.84980011" "18.69869995"
"28066" "-7.65609980" "-17.43600082" "19.30629921"
"28067" "-7.94399977" "-16.66810036" "20.86249924"
"28068" "-7.55509996" "-17.01129913" "19.19090080"
"28069" "-9.16040039" "-16.80369949" "18.84539986"
"28070" "-6.34849977" "-18.71249962" "14.92749977"
"28071" "-5.98330021" "-17.10490036" "18.94129944"
"28072" "-8.33600044" "-16.53829956" "18.66500092"
"28073" "-9.07180023" "-16.35499954" "18.65539932"
"28074" "-6.76359987" "-18.03829956" "15.10149956"
"28075" "-8.78689957" "-16.89310074" "16.87829971"
"28076" "-8.01399994" "-18.29249954" "13.57400036"
"28077" "-8.86060047" "-16.84300041" "16.44239998"
"28078" "-8.07050037" "-18.20929909" "13.30679989"
"28079" "-8.56169987" "-17.27510071" "15.20499992"
"28080" "-7.32550001" "-17.99920082" "13.44709969"
"28081" "-8.09879971" "-17.31970024" "14.46920013"
"28082" "-6.36280012" "-14.39509964" "21.08469963"
"28083" "-9.48929977" "-17.20560074" "13.80490017"
"28084" "-10.27810001" "-17.18190002" "12.68060017"
"28085" "-6.41620016" "-17.62750053" "12.14750004"
"28086" "-6.81050014" "-17.30089951" "12.47599983"
"28087" "-7.47700024" "-16.50320053" "13.54230022"
"28088" "-8.57100010" "-16.15299988" "13.91499996"
"28089" "-6.29059982" "-17.76399994" "11.13160038"
"28090" "-6.34709978" "-17.76250076" "11.01099968"
"28091" "-6.81459999" "-15.51099968" "14.70860004"
"28092" "-8.54090023" "-15.85540009" "13.73169994"
"28093" "-9.13879967" "-15.73079967" "13.76070023"
"28094" "-6.29869986" "-16.30150032" "12.92980003"
"28095" "-6.24949980" "-16.21159935" "12.97879982"
"28096" "-6.53270006" "-16.38069916" "12.40380001"
"28097" "-6.14239979" "-15.96889973" "13.04759979"
"28098" "-5.54169989" "-16.47850037" "11.69190025"
"28099" "-5.46330023" "-15.72049999" "12.79080009"
"28100" "-7.14690018" "-16.61820030" "11.05189991"
"28101" "-8.10770035" "-16.96209908" "10.31569958"
"28102" "-8.19260025" "-15.60410023" "12.46140003"
"28103" "-7.26119995" "-16.56590080" "10.72249985"
"28104" "-8.45279980" "-16.52540016" "10.53489971"
"28105" "-7.17059994" "-16.61790085" "9.59930038"
"28106" "-7.11170006" "-16.63120079" "8.52340031"
"28107" "-5.16440010" "-15.42630005" "9.03530025"
"28108" "-7.24830008" "-16.51619911" "7.09730005"
"28109" "-7.24049997" "-16.38450050" "6.06150007"
"28110" "-7.11509991" "-16.63369942" "5.58920002"
"28111" "-7.25530005" "-16.48189926" "5.23990011"
"28112" "-7.16790009" "-16.59160042" "3.17630005"
"28113" "-7.15040016" "-16.59930038" "2.51600003"
"28114" "-10.05749989" "-16.81100082" "-1.46029997"
"28115" "-9.88000011" "-15.41199970" "-1.30760002"
"28116" "-4.97749996" "-18.13360023" "16.00329971"
"28117" "-7.21180010" "-18.50679970" "11.78450012"
"28118" "-6.75479984" "-17.44350052" "12.58129978"
"28119" "-6.22349977" "-17.81529999" "10.33300018"
"28120" "-6.28439999" "-17.80620003" "10.24160004"
"28121" "-6.54050016" "-17.61930084" "10.78129959"
"28122" "-6.68930006" "-17.32180023" "11.54969978"
"28123" "-6.70279980" "-16.86940002" "12.66020012"
"28124" "-6.73799992" "-16.78070068" "12.59379959"
"28125" "-6.77470016" "-16.75390053" "12.52600002"
"28126" "-5.11819983" "-16.29360008" "11.83930016"
"28127" "-6.23190022" "-16.33849907" "12.29310036"
"28128" "-6.37739992" "-15.93939972" "13.25020027"
"28129" "-5.02460003" "-15.90149975" "11.94830036"
"28130" "-5.27720022" "-15.61769962" "12.66629982"
"28131" "-7.30249977" "-16.49160004" "11.56340027"
"28132" "-7.34609985" "-16.35989952" "11.48740005"
"28133" "-8.05319977" "-17.04710007" "10.19600010"
"28134" "-8.06229973" "-17.00359917" "10.18080044"
"28135" "-7.72139978" "-17.01320076" "9.79450035"
"28136" "-6.81389999" "-16.47699928" "10.29349995"
"28137" "-7.08459997" "-16.62299919" "9.87650013"
"28138" "-7.15259981" "-16.63439941" "9.77110004"
"28139" "-7.19549990" "-16.62190056" "9.70429993"
"28140" "-8.10470009" "-16.66939926" "10.11719990"
"28141" "-6.83589983" "-16.44709969" "9.33979988"
"28142" "-8.30729961" "-16.52400017" "9.76550007"
"28143" "-7.27419996" "-16.50499916" "8.71059990"
"28144" "-7.06519985" "-16.61549950" "7.45639992"
"28145" "-7.28669977" "-16.48699951" "7.16809988"
"28146" "-7.19369984" "-16.60199928" "5.37430000"
"28147" "-7.08519983" "-16.62089920" "4.91790009"
"28148" "-7.23460007" "-16.54459953" "4.75790024"
"28149" "-7.06739998" "-16.61529922" "3.36840010"
"28150" "-7.23640013" "-16.40139961" "3.17440009"
"28151" "-7.22329998" "-16.55470085" "2.74539995"
"28152" "-7.21000004" "-16.54350090" "2.28839993"
"28153" "-7.23540020" "-16.49220085" "1.80009997"
"28154" "-7.22609997" "-16.36289978" "1.76339996"
"28155" "-4.77930021" "-16.40950012" "11.42409992"
"28156" "-4.85349989" "-16.39839935" "11.34700012"
"28157" "-4.85960007" "-16.33569908" "11.35960007"
"28158" "-6.21530008" "-17.12529945" "8.91269970"
"28159" "-5.60330009" "-16.32209969" "9.76109982"
"28160" "-5.54589987" "-16.01759911" "9.90839958"
"28161" "-5.04809999" "-15.43389988" "9.01690006"
"28162" "-7.08169985" "-16.62269974" "7.55609989"
"28163" "-7.25759983" "-16.56669998" "7.41029978"
"28164" "-7.25379992" "-16.52249908" "6.82950020"
"28165" "-7.16209984" "-16.61739922" "5.27729988"
"28166" "-7.10260010" "-16.59259987" "3.48559999"
"28167" "-7.14130020" "-16.58359909" "3.46449995"
"28168" "-7.05959988" "-16.59840012" "2.67910004"
"28169" "-7.21439981" "-16.55669975" "3.00839996"
"28170" "-7.24840021" "-16.38899994" "3.41639996"
"28171" "-7.24189997" "-16.49640083" "2.19479990"
"28172" "-7.23929977" "-16.37019920" "1.42040002"
"28173" "-5.17409992" "-15.43840027" "8.73190022"
"28174" "-7.01100016" "-16.61420059" "4.54650021"
