"point" "x" "y" "z"
"16016" "-8.87139988" "-14.91899967" "15.94369984"
"16017" "-8.50319958" "-16.35210037" "19.80780029"
"16018" "-8.57209969" "-15.55500031" "15.40550041"
"16019" "-8.00170040" "-14.03950024" "19.85619926"
"16020" "-8.11219978" "-18.01289940" "16.32209969"
"16021" "-7.39979982" "-15.24919987" "21.29700089"
"16022" "-6.90140009" "-16.00279999" "22.18260002"
"16023" "-7.02659988" "-16.57430077" "15.03180027"
"16024" "-6.17640018" "-16.51670074" "21.18779945"
"16025" "-5.99860001" "-16.14959908" "16.79490089"
"16026" "-5.53060007" "-15.16679955" "19.56080055"
"16027" "-4.95429993" "-16.38800049" "19.47929955"
"16028" "-10.16250038" "-17.10020065" "12.85009956"
"16029" "-9.44289970" "-17.42099953" "12.24750042"
"16030" "-9.83769989" "-16.97559929" "15.93270016"
"16031" "-8.89260006" "-17.24099922" "12.24090004"
"16032" "-8.96619987" "-17.02820015" "14.02499962"
"16033" "-8.89700031" "-16.56550026" "14.72109985"
"16034" "-9.21469975" "-15.05119991" "15.50769997"
"16035" "-9.26860046" "-16.00300026" "17.51619911"
"16036" "-9.54520035" "-16.00779915" "20.05450058"
"16037" "-7.82940006" "-17.12980080" "9.73729992"
"16038" "-8.56280041" "-16.78420067" "16.04750061"
"16039" "-8.03429985" "-17.34199905" "14.43809986"
"16040" "-7.42110014" "-18.31889915" "13.17990017"
"16041" "-7.53929996" "-17.64240074" "13.72340012"
"16042" "-7.67789984" "-16.77499962" "14.10340023"
"16043" "-7.97009993" "-15.87959957" "15.42679977"
"16044" "-7.48169994" "-16.37809944" "13.85849953"
"16045" "-6.79699993" "-17.68239975" "11.04570007"
"16046" "-8.04979992" "-14.13630009" "19.71089935"
"16047" "-6.34630013" "-17.02709961" "9.10459995"
"16048" "-6.69710016" "-16.60099983" "13.19379997"
"16049" "-6.90450001" "-15.99520016" "14.70380020"
"16050" "-6.22419977" "-17.34480095" "11.86320019"
"16051" "-6.66750002" "-16.85950089" "18.97439957"
"16052" "-5.65080023" "-16.40399933" "9.73279953"
"16053" "-5.64550018" "-16.65299988" "11.56890011"
"16054" "-6.26999998" "-16.51189995" "21.51049995"
"16055" "-5.42609978" "-17.84049988" "15.32979965"
"16056" "-5.89599991" "-16.09379959" "17.22369957"
"16057" "-6.05929995" "-15.66079998" "19.26469994"
"16058" "-5.83890009" "-16.67149925" "21.81480026"
"16059" "-5.16230011" "-17.33379936" "16.11809921"
"16060" "-5.73010015" "-15.46459961" "19.15800095"
"16061" "-4.69840002" "-18.19739914" "15.73670006"
"16062" "-5.62890005" "-14.77740002" "18.48469925"
"16063" "-5.25430012" "-16.46960068" "23.34230042"
"16064" "-5.38210011" "-14.68019962" "18.45770073"
"16065" "-4.88290024" "-16.41440010" "21.82810020"
"16066" "-4.65649986" "-16.49309921" "21.98579979"
"16067" "-4.38390017" "-16.41370010" "19.16209984"
"16068" "-4.32779980" "-16.26059914" "19.03249931"
"16069" "-7.19969988" "-16.39240074" "5.87750006"
"16070" "-9.21800041" "-17.50320053" "12.22579956"
"16071" "-7.25379992" "-16.44739914" "6.61920023"
"16072" "-9.90079975" "-16.85600090" "14.60099983"
"16073" "-9.26029968" "-16.82629967" "13.82999992"
"16074" "-7.18940020" "-16.38409996" "8.18560028"
"16075" "-7.88829994" "-16.50580025" "10.44410038"
"16076" "-8.24489975" "-17.75149918" "12.86610031"
"16077" "-7.07919979" "-16.36680031" "9.04399967"
"16078" "-7.79890013" "-18.46529961" "13.52280045"
"16079" "-7.20800018" "-16.38100052" "10.71210003"
"16080" "-7.14419985" "-18.53860092" "12.84029961"
"16081" "-8.11629963" "-17.40159988" "14.86320019"
"16082" "-7.96390009" "-17.71800041" "16.35989952"
"16083" "-7.89680004" "-17.63209915" "16.33349991"
"16084" "-7.22910023" "-16.36009979" "13.56949997"
"16085" "-6.00000000" "-17.44149971" "11.83759975"
"16086" "-6.27650023" "-17.13229942" "12.51560020"
"16087" "-7.16349983" "-16.37470055" "14.68190002"
"16088" "-7.07760000" "-16.45009995" "14.78489971"
"16089" "-7.50640011" "-15.13160038" "14.65779972"
"16090" "-5.26599979" "-15.50580025" "8.72340012"
"16091" "-7.35510015" "-15.20289993" "14.80399990"
"16092" "-5.50600004" "-16.57780075" "11.65649986"
"16093" "-6.10440016" "-16.04059982" "12.97719955"
"16094" "-6.40560007" "-15.60309982" "13.54109955"
"16095" "-6.66039991" "-14.26159954" "13.49370003"
"16096" "-5.66130018" "-15.69340038" "13.01509953"
"16097" "-5.36910009" "-17.92180061" "15.63210011"
"16098" "-9.63300037" "-14.93570042" "-1.24989998"
"16099" "-9.42290020" "-18.20089912" "-1.47259998"
"16100" "-7.24700022" "-16.24480057" "-0.74720001"
"16101" "-7.15280008" "-16.24889946" "0.03840000"
"16102" "-7.22090006" "-16.31279945" "0.72619998"
"16103" "-7.12699986" "-16.30109978" "1.51400006"
"16104" "-5.30690002" "-15.37839985" "-0.25979999"
"16105" "-7.09329987" "-16.29140091" "3.01430011"
"16106" "-7.19729996" "-16.34869957" "4.47419977"
"16107" "-7.16109991" "-16.34169960" "5.27589989"
"16108" "-7.12470007" "-16.35899925" "6.10209990"
"16109" "-6.68079996" "-17.86739922" "10.50139999"
"16110" "-5.16270018" "-15.52890015" "8.94130039"
"16111" "-9.78880024" "-15.10610008" "-1.24000001"
"16112" "-8.68249989" "-16.33379936" "-1.31550002"
"16113" "-7.22160006" "-16.25320053" "-0.14730000"
"16114" "-7.02950001" "-16.28199959" "1.66009998"
"16115" "-5.61889982" "-14.04349995" "0.02020000"
"16116" "-5.09289980" "-16.47570038" "23.36039925"
"16117" "-5.44320011" "-14.68599987" "18.34950066"
"16118" "-4.96990013" "-16.49889946" "18.99080086"
"16119" "-5.86450005" "-16.22270012" "22.57119942"
"16120" "-6.51609993" "-14.94410038" "20.71640015"
"16121" "-5.69719982" "-17.25009918" "19.24729919"
"16122" "-5.36859989" "-17.73749924" "16.06060028"
"16123" "-7.34940004" "-16.34980011" "23.38870049"
"16124" "-6.68020010" "-17.18899918" "15.00790024"
"16125" "-8.42510033" "-14.63399982" "19.09880066"
"16126" "-7.10860014" "-16.39450073" "14.22770023"
"16127" "-8.40869999" "-16.49379921" "19.67379951"
"16128" "-7.16139984" "-17.57019997" "15.02169991"
"16129" "-7.98829985" "-15.93850040" "15.58100033"
"16130" "-7.75360012" "-16.41880035" "13.90060043"
"16131" "-8.18770027" "-16.63870049" "14.89439964"
"16132" "-8.88300037" "-16.61479950" "16.81459999"
"16133" "-8.40660000" "-16.64209938" "14.77260017"
"16134" "-8.61800003" "-16.72960091" "14.71749973"
"16135" "-9.89290047" "-15.47360039" "17.65089989"
"16136" "-9.33390045" "-16.80209923" "16.70240021"
"16137" "-8.95049953" "-15.91899967" "13.91440010"
"16138" "-8.70419979" "-16.78890038" "13.63199997"
"16139" "-9.86569977" "-16.91390038" "16.47010040"
"16140" "-5.59840012" "-16.50209999" "21.83370018"
"16141" "-5.59779978" "-15.38360023" "19.23270035"
"16142" "-5.05000019" "-16.51239967" "19.25679970"
"16143" "-6.75619984" "-15.32810020" "21.16020012"
"16144" "-6.85720015" "-15.22990036" "20.95450020"
"16145" "-5.60169983" "-16.04960060" "12.58300018"
"16146" "-6.96099997" "-14.58180046" "13.75959969"
"16147" "-6.22079992" "-15.99110031" "13.13339996"
"16148" "-5.29440022" "-15.89970016" "9.92689991"
"16149" "-7.14799976" "-15.45450020" "14.23209953"
"16150" "-6.17509985" "-16.32290077" "12.33979988"
"16151" "-5.50269985" "-16.12809944" "9.88990021"
"16152" "-6.27099991" "-18.83440018" "14.77789974"
"16153" "-5.65859985" "-16.30949974" "9.86579990"
"16154" "-7.17229986" "-16.36470032" "13.73690033"
"16155" "-7.36280012" "-16.51490021" "13.69449997"
"16156" "-6.78560019" "-16.37639999" "11.95240021"
"16157" "-8.49650002" "-16.70919991" "16.51950073"
"16158" "-7.25829983" "-16.37940025" "12.62959957"
"16159" "-6.23899984" "-17.47579956" "10.90610027"
"16160" "-8.29220009" "-18.07649994" "16.47859955"
"16161" "-7.64459991" "-15.98779964" "12.12500000"
"16162" "-7.09539986" "-18.46850014" "12.86520004"
"16163" "-7.16209984" "-18.52350044" "12.84910011"
"16164" "-7.20349979" "-16.38649940" "10.71969986"
"16165" "-9.13580036" "-15.83860016" "14.09389973"
"16166" "-7.22030020" "-16.44449997" "8.94540024"
"16167" "-6.99940014" "-16.36680031" "8.20860004"
"16168" "-9.39179993" "-16.96829987" "13.59969997"
"16169" "-9.65839958" "-16.99839973" "13.42029953"
"16170" "-9.35009956" "-17.11230087" "12.62730026"
"16171" "-7.07749987" "-16.33779907" "6.54040003"
"16172" "-7.18450022" "-16.37339973" "6.48519993"
"16173" "-6.94880009" "-16.39629936" "5.85419989"
"16174" "-5.45200014" "-17.82519913" "15.78139973"
"16175" "-5.68349981" "-15.35859966" "12.99269962"
"16176" "-5.73040009" "-15.43690014" "12.98929977"
"16177" "-5.15019989" "-18.06439972" "14.91499996"
"16178" "-4.98519993" "-16.26619911" "11.92450047"
"16179" "-6.20410013" "-17.59560013" "14.90470028"
"16180" "-5.76940012" "-16.22690010" "12.26399994"
"16181" "-6.83920002" "-16.25919914" "13.50349998"
"16182" "-7.25239992" "-16.39150047" "13.18029976"
"16183" "-7.30490017" "-16.45400047" "13.16639996"
"16184" "-7.14289999" "-16.36930084" "12.15439987"
"16185" "-7.20170021" "-16.38129997" "12.10649967"
"16186" "-7.26079988" "-16.41099930" "12.06770039"
"16187" "-6.41410017" "-17.67440033" "11.27600002"
"16188" "-7.98350000" "-18.17000008" "13.52670002"
"16189" "-8.11429977" "-17.45549965" "12.98289967"
"16190" "-7.89610004" "-17.14130020" "11.87290001"
"16191" "-7.52729988" "-16.88969994" "9.99409962"
"16192" "-7.58720016" "-16.88260078" "9.94019985"
"16193" "-7.63850021" "-16.91959953" "9.91219997"
"16194" "-7.97900009" "-17.04910088" "9.67910004"
"16195" "-7.10090017" "-16.31780052" "4.11429977"
"16196" "-6.95749998" "-16.41340065" "3.44709992"
"16197" "-7.14879990" "-16.29019928" "2.53800011"
"16198" "-7.11310005" "-16.27610016" "1.80400002"
"16199" "-7.04820013" "-16.38159943" "6.95830011"
"16200" "-7.28429985" "-16.45179939" "4.96449995"
"16201" "-6.98890018" "-16.34650040" "2.71059990"
"16202" "-7.09060001" "-16.31690025" "2.62529993"
"16203" "-7.23859978" "-16.31780052" "0.90060002"
"16204" "-7.09009981" "-16.25510025" "0.23459999"
"16205" "-7.13880014" "-16.25029945" "0.19580001"
"16206" "-8.38449955" "-14.20759964" "-1.23319995"
"16207" "-5.72459984" "-13.92099953" "-0.01090000"
"16208" "-5.38590002" "-17.65780067" "-0.83389997"
"16209" "-10.21539974" "-16.85560036" "14.77439976"
"16210" "-9.82960033" "-16.66880035" "14.71350002"
"16211" "-9.95100021" "-16.93029976" "15.98410034"
"16212" "-9.34529972" "-16.79170036" "13.91829967"
"16213" "-9.47850037" "-15.73190022" "14.01509953"
"16214" "-9.79119968" "-16.03199959" "17.48390007"
"16215" "-9.07040024" "-16.54750061" "14.79469967"
"16216" "-9.14939976" "-16.85239983" "16.11350060"
"16217" "-9.46249962" "-15.99339962" "17.53179932"
"16218" "-8.90610027" "-16.86170006" "16.18149948"
"16219" "-8.21039963" "-16.65900040" "15.08790016"
"16220" "-8.26930046" "-16.69319916" "16.18370056"
"16221" "-7.66970015" "-15.76879978" "13.49429989"
"16222" "-7.54850006" "-18.18939972" "18.95940018"
"16223" "-8.37849998" "-15.34440041" "22.73049927"
"16224" "-7.24420023" "-16.40880013" "16.16880035"
"16225" "-7.70849991" "-15.20139980" "19.72360039"
"16226" "-6.76849985" "-17.11170006" "14.72910023"
"16227" "-7.01650000" "-14.58889961" "13.61730003"
"16228" "-6.97230005" "-16.38249969" "22.91379929"
"16229" "-6.85349989" "-14.33870029" "13.44200039"
"16230" "-6.74009991" "-15.53289986" "21.89570045"
"16231" "-6.22069979" "-16.07780075" "17.24279976"
"16232" "-6.60830021" "-14.79599953" "20.99160004"
"16233" "-5.94099998" "-16.42900085" "23.29640007"
"16234" "-5.57189989" "-16.42700005" "21.81250000"
"16235" "-5.25579977" "-16.54100037" "19.19059944"
"16236" "-4.76690006" "-16.39430046" "22.01110077"
"16237" "-9.37020016" "-17.19099998" "12.44340038"
"16238" "-10.06359959" "-16.79619980" "14.89659977"
"16239" "-9.46539974" "-16.85300064" "14.15400028"
"16240" "-9.92450047" "-16.90690041" "16.20439911"
"16241" "-7.14849997" "-16.37240028" "7.17479992"
"16242" "-8.32499981" "-17.49629974" "13.10960007"
"16243" "-7.02829981" "-16.42410088" "7.96330023"
"16244" "-7.17439985" "-16.38699913" "8.64459991"
"16245" "-7.11999989" "-17.62989998" "10.03639984"
"16246" "-9.73159981" "-15.62810040" "17.50090027"
"16247" "-6.83020020" "-16.49360085" "8.81859970"
"16248" "-7.18940020" "-16.40189934" "10.22760010"
"16249" "-7.37860012" "-17.65539932" "12.64799976"
"16250" "-8.08539963" "-17.15239906" "15.04170036"
"16251" "-6.49749994" "-17.91699982" "10.41219997"
"16252" "-7.12860012" "-16.37400055" "11.07740021"
"16253" "-7.37790012" "-17.24309921" "13.35669994"
"16254" "-6.45720005" "-17.72850037" "11.21370029"
"16255" "-7.21299982" "-16.37420082" "12.84329987"
"16256" "-7.53030014" "-17.16979980" "15.32110023"
"16257" "-8.17609978" "-15.53069973" "15.83570004"
"16258" "-7.62270021" "-16.09180069" "15.49680042"
"16259" "-6.30329990" "-18.85630035" "14.92150021"
"16260" "-7.35920000" "-15.29249954" "13.92399979"
"16261" "-7.19000006" "-16.40900040" "17.16010094"
"16262" "-6.22660017" "-16.10560036" "13.09980011"
"16263" "-5.38450003" "-16.45350075" "11.83349991"
"16264" "-5.30910015" "-17.92980003" "15.83440018"
"16265" "-6.41260004" "-16.52059937" "18.97019958"
"16266" "-6.23269987" "-15.40289974" "17.97389984"
"16267" "-6.70979977" "-15.47270012" "22.06080055"
"16268" "-5.57130003" "-15.78849983" "17.46619987"
"16269" "-6.58290005" "-14.79850006" "21.31789970"
"16270" "-4.65049982" "-16.51899910" "18.64010048"
"16271" "-7.16620016" "-16.30039978" "2.24079990"
"16272" "-7.19560003" "-16.35499954" "2.88000011"
"16273" "-7.04169989" "-16.30879974" "2.94300008"
"16274" "-7.22949982" "-16.38159943" "3.52440000"
"16275" "-7.15759993" "-16.33519936" "4.21519995"
"16276" "-7.18510008" "-16.36510086" "4.88439989"
"16277" "-7.20690012" "-16.38929939" "5.57070017"
"16278" "-9.46000004" "-17.34819984" "12.17809963"
"16279" "-7.20909977" "-16.37159920" "6.99809980"
"16280" "-8.87460041" "-17.12700081" "12.38280010"
"16281" "-9.17109966" "-16.82500076" "13.00380039"
"16282" "-7.07779980" "-16.31170082" "9.36680031"
"16283" "-6.88710022" "-16.69050026" "9.64190006"
"16284" "-7.16699982" "-16.36779976" "10.18089962"
"16285" "-8.08510017" "-17.07209969" "13.87119961"
"16286" "-7.07030010" "-16.39369965" "11.12769985"
"16287" "-7.30039978" "-16.46319962" "11.95250034"
"16288" "-5.84980011" "-17.56209946" "11.52680016"
"16289" "-7.22160006" "-16.36120033" "13.93579960"
"16290" "-6.24560022" "-18.65889931" "15.03649998"
"16291" "-6.05130005" "-16.30089951" "12.63020039"
"16292" "-6.34810019" "-16.03549957" "13.26319981"
"16293" "-6.27810001" "-17.59950066" "15.45380020"
"16294" "-6.09730005" "-15.64809990" "13.17759991"
"16295" "-5.89599991" "-17.59359932" "15.71399975"
"16296" "-5.17180014" "-16.12509918" "12.12320042"
"16297" "-5.82539988" "-15.36859989" "13.17860031"
"16298" "-6.97629976" "-16.26950073" "-0.48150000"
"16299" "-7.16800022" "-16.25329971" "0.07860000"
"16300" "-7.22090006" "-16.29350090" "1.35130000"
"16301" "-7.26210022" "-16.38360023" "3.32240009"
"16302" "-7.21579981" "-16.31909943" "3.34050012"
"16303" "-5.40180016" "-15.26990032" "-0.23370001"
"16304" "-5.26480007" "-15.38300037" "-0.19000000"
"16305" "-7.14319992" "-16.32270050" "4.05999994"
"16306" "-7.11119986" "-16.31590080" "5.48089981"
"16307" "-6.96420002" "-16.52529907" "5.61129999"
"16308" "-7.26770020" "-16.26639938" "-0.65649998"
"16309" "-5.74749994" "-13.54539967" "-0.06750000"
"16310" "-5.61009979" "-15.20069981" "19.48130035"
"16311" "-6.01590014" "-15.48859978" "21.16620064"
"16312" "-6.88119984" "-16.59210014" "22.31660080"
"16313" "-7.27339983" "-16.23710060" "23.36689949"
"16314" "-4.06510019" "-16.50690079" "19.19630051"
"16315" "-5.87930012" "-15.21319962" "19.60429955"
"16316" "-5.61609983" "-16.46710014" "21.19429970"
"16317" "-5.31489992" "-17.47789955" "15.88269997"
"16318" "-5.84919977" "-17.23810005" "19.06399918"
"16319" "-5.60099983" "-17.64380074" "15.89529991"
"16320" "-7.01420021" "-16.36499977" "23.51090050"
"16321" "-6.92080021" "-14.19629955" "13.49300003"
"16322" "-6.36980009" "-15.98029995" "13.27219963"
"16323" "-7.02810001" "-16.37859917" "20.31220055"
"16324" "-7.82420015" "-15.56400013" "23.67140007"
"16325" "-6.67369986" "-17.09679985" "14.99820042"
"16326" "-7.41230011" "-16.28079987" "15.05249977"
"16327" "-7.18800020" "-16.36580086" "13.21329975"
"16328" "-7.64809990" "-16.67499924" "15.27890015"
"16329" "-7.71969986" "-16.69230080" "15.26000023"
"16330" "-9.01080036" "-16.33090019" "19.13829994"
"16331" "-9.01729965" "-14.44729996" "15.78269958"
"16332" "-8.08069992" "-16.34819984" "12.81000042"
"16333" "-9.26809978" "-16.12759972" "17.43589973"
"16334" "-9.19180012" "-15.05809975" "15.19890022"
"16335" "-9.22910023" "-16.77470016" "14.59729958"
"16336" "-9.07289982" "-17.03700066" "13.84729958"
"16337" "-9.98849964" "-16.86330032" "16.55789948"
"16338" "-9.33390045" "-17.10099983" "12.77950001"
"16339" "-9.59109974" "-17.14819908" "12.68999958"
"16340" "-10.09350014" "-17.15390015" "13.43640041"
"16341" "-10.11270046" "-17.15320015" "12.43850040"
"16342" "-5.11709976" "-16.47730064" "23.31100082"
"16343" "-5.19409990" "-16.54529953" "23.32270050"
"16344" "-5.56549978" "-16.27409935" "22.67950058"
"16345" "-5.75229979" "-16.28100014" "22.52400017"
"16346" "-6.05810022" "-15.26270008" "18.16300011"
"16347" "-5.65000010" "-15.36079979" "12.97379971"
"16348" "-5.13800001" "-16.27610016" "11.99699974"
"16349" "-4.99440002" "-16.39229965" "11.25469971"
"16350" "-6.65910006" "-14.16839981" "13.36870003"
"16351" "-5.88420010" "-15.75189972" "13.09799957"
"16352" "-5.27979994" "-15.29160023" "8.98499966"
"16353" "-5.56909990" "-16.12479973" "9.99139977"
"16354" "-6.86619997" "-15.92169952" "14.62360001"
"16355" "-6.38990021" "-16.24640083" "13.12849998"
"16356" "-7.22209978" "-17.55940056" "18.17900085"
"16357" "-8.23120022" "-16.44099998" "19.06900024"
"16358" "-7.93510008" "-16.95540047" "18.42659950"
"16359" "-8.14630032" "-17.16650009" "18.47949982"
"16360" "-8.12819958" "-15.60579967" "15.71119976"
"16361" "-8.96650028" "-14.33600044" "16.19840050"
"16362" "-8.32769966" "-15.69110012" "15.64739990"
"16363" "-7.75719976" "-16.45520020" "14.46090031"
"16364" "-7.15939999" "-16.35490036" "11.80539989"
"16365" "-8.93949986" "-15.13640022" "15.84290028"
"16366" "-8.74050045" "-15.68239975" "15.34440041"
"16367" "-8.05889988" "-17.39010048" "15.00520039"
"16368" "-7.62039995" "-17.96339989" "13.54279995"
"16369" "-9.61620045" "-15.95689964" "17.45470047"
"16370" "-7.27029991" "-16.47439957" "10.08240032"
"16371" "-7.13689995" "-16.35560036" "9.28870010"
"16372" "-7.18949986" "-16.38159943" "9.27299976"
"16373" "-7.03809977" "-16.37960052" "8.57699966"
"16374" "-8.41800022" "-16.71999931" "13.19830036"
"16375" "-7.98110008" "-16.54240036" "10.56350040"
"16376" "-7.26310015" "-17.81240082" "9.06719971"
"16377" "-9.22150040" "-16.82990074" "13.79909992"
"16378" "-9.29249954" "-16.82089996" "13.74569988"
"16379" "-8.74960041" "-17.07329941" "12.25529957"
"16380" "-8.12479973" "-16.90589905" "9.83419991"
"16381" "-9.57489967" "-17.14019966" "12.77519989"
"16382" "-9.30679989" "-17.52149963" "12.21619987"
"16383" "-5.67420006" "-17.64909935" "15.79389954"
"16384" "-5.74240017" "-16.07530022" "12.54510021"
"16385" "-7.36579990" "-15.33990002" "13.75090027"
"16386" "-7.22520018" "-16.42720032" "13.53989983"
"16387" "-6.43849993" "-18.78720093" "14.59949970"
"16388" "-7.33739996" "-16.49970055" "13.48499966"
"16389" "-7.45100021" "-16.20719910" "13.18570042"
"16390" "-7.36920023" "-17.01090050" "13.79609966"
"16391" "-7.17810011" "-16.42099953" "12.51439953"
"16392" "-6.66629982" "-17.51569939" "12.54889965"
"16393" "-6.36719990" "-17.55680084" "11.79399967"
"16394" "-7.58589983" "-17.60689926" "13.99450016"
"16395" "-6.70629978" "-17.46030045" "11.47019958"
"16396" "-6.36110020" "-17.74609947" "10.90579987"
"16397" "-7.55530024" "-18.22330093" "13.27569962"
"16398" "-7.18249989" "-18.56040001" "12.68669987"
"16399" "-7.32320023" "-16.46559906" "10.47570038"
"16400" "-8.74969959" "-16.84460068" "13.52869987"
"16401" "-7.36369991" "-16.65010071" "9.63280010"
"16402" "-7.41580009" "-16.68939972" "9.60960007"
"16403" "-9.32079983" "-17.05240059" "13.14760017"
"16404" "-7.70510006" "-17.34160042" "9.67290020"
"16405" "-7.27549982" "-16.42819977" "7.93680000"
"16406" "-7.98080015" "-16.97299957" "9.29310036"
"16407" "-7.22700024" "-16.41259956" "7.18240023"
"16408" "-9.54479980" "-17.37269974" "12.07450008"
"16409" "-7.36369991" "-16.53960037" "7.12270021"
"16410" "-10.11209965" "-17.18820000" "12.52000046"
"16411" "-7.33739996" "-16.47330093" "6.36210012"
"16412" "-7.19850016" "-16.36249924" "4.28130007"
"16413" "-7.20450020" "-16.33600044" "3.58710003"
"16414" "-7.33370018" "-16.42180061" "2.82949996"
"16415" "-7.24609995" "-16.34580040" "2.21280003"
"16416" "-7.26889992" "-16.39179993" "2.82200003"
"16417" "-7.19750023" "-16.29649925" "0.75680000"
"16418" "-7.29799986" "-16.47999954" "0.65700001"
"16419" "-7.19960022" "-16.25499916" "0.06490000"
"16420" "-7.23559999" "-16.29019928" "0.03160000"
"16421" "-6.96689987" "-16.26510048" "-0.45899999"
"16422" "-7.06899977" "-15.88140011" "-1.13839996"
"16423" "-8.43659973" "-15.39890003" "-1.37399995"
"16424" "-9.86639977" "-15.21010017" "-1.11909997"
"16425" "-4.74219990" "-14.38300037" "-0.24890000"
"16426" "-5.46140003" "-14.03330040" "-0.02500000"
"16427" "-5.47910023" "-13.86690044" "-0.61089998"
"16428" "-7.30649996" "-15.94209957" "-1.25320005"
"16429" "-7.76410007" "-18.83079910" "-1.49890006"
"16430" "-8.79539967" "-14.60750008" "-1.35679996"
"16431" "-9.66049957" "-16.19569969" "17.08040047"
"16432" "-9.21140003" "-16.21120071" "17.28359985"
"16433" "-9.17059994" "-16.46610069" "18.87809944"
"16434" "-8.76500034" "-16.50979996" "19.10280037"
"16435" "-8.35459995" "-16.96089935" "18.46010017"
"16436" "-8.27980042" "-16.90900040" "18.43260002"
"16437" "-8.81140041" "-16.02750015" "21.40649986"
"16438" "-8.77610016" "-14.17350006" "18.86210060"
"16439" "-7.72790003" "-16.75629997" "18.48189926"
"16440" "-6.13509989" "-15.76700020" "19.29380035"
"16441" "-6.28560019" "-14.74919987" "22.42420006"
"16442" "-5.40390015" "-16.54870033" "19.12709999"
"16443" "-4.35290003" "-16.23870087" "19.15600014"
"16444" "-10.24699974" "-16.97349930" "14.67510033"
"16445" "-10.03409958" "-16.89299965" "14.71080017"
"16446" "-9.04500008" "-17.18110085" "12.44880009"
"16447" "-9.23690033" "-16.98159981" "13.14910030"
"16448" "-9.07600021" "-16.96769905" "14.20779991"
"16449" "-9.22290039" "-16.92569923" "16.28549957"
"16450" "-7.74809980" "-17.66959953" "11.55329990"
"16451" "-10.00839996" "-15.95259953" "18.58429909"
"16452" "-9.00380039" "-16.87159920" "16.34779930"
"16453" "-7.53499985" "-18.54920006" "13.13440037"
"16454" "-9.69219971" "-16.09959984" "18.95829964"
"16455" "-8.83290005" "-15.70470047" "15.28359985"
"16456" "-9.02400017" "-16.86280060" "18.86870003"
"16457" "-7.97879982" "-17.59919930" "16.40159988"
"16458" "-8.69029999" "-15.24419975" "16.00629997"
"16459" "-7.30229998" "-16.46899986" "11.82170010"
"16460" "-7.62750006" "-17.32990074" "16.32900047"
"16461" "-8.17160034" "-16.27120018" "17.38529968"
"16462" "-6.73670006" "-17.48419952" "12.74510002"
"16463" "-7.89099979" "-15.74979973" "15.82030010"
"16464" "-8.17459965" "-16.46039963" "18.89529991"
"16465" "-7.11789989" "-16.43639946" "13.69569969"
"16466" "-7.30660009" "-16.06500053" "14.28579998"
"16467" "-6.19460011" "-17.29949951" "11.93869972"
"16468" "-6.04790020" "-18.90250015" "15.02880001"
"16469" "-7.36840010" "-16.70409966" "18.28330040"
"16470" "-6.23880005" "-16.91690063" "12.55790043"
"16471" "-6.71589994" "-16.00410080" "13.53030014"
"16472" "-7.27670002" "-14.72039986" "14.09799957"
"16473" "-6.67329979" "-15.67599964" "14.24709988"
"16474" "-6.72819996" "-16.45929909" "17.12280083"
"16475" "-6.51709986" "-16.34919930" "17.12179947"
"16476" "-5.58080006" "-16.54829979" "11.69279957"
"16477" "-5.94189978" "-15.98700047" "12.91989994"
"16478" "-5.19990015" "-16.42289925" "11.75259972"
"16479" "-5.39890003" "-15.97410011" "12.23970032"
"16480" "-6.08879995" "-15.50559998" "17.70030022"
"16481" "-5.23180008" "-15.83259964" "12.20650005"
"16482" "-5.56669998" "-15.91359997" "17.17740059"
"16483" "-6.37559986" "-14.75949955" "22.43750000"
"16484" "-6.28160000" "-14.74489975" "22.48329926"
"16485" "-6.12230015" "-14.66790009" "22.48500061"
"16486" "-9.93350029" "-17.18079948" "12.25380039"
"16487" "-6.99630022" "-16.34280014" "3.28049994"
"16488" "-9.55000019" "-17.17729950" "12.43060017"
"16489" "-7.34490013" "-16.21249962" "5.48939991"
"16490" "-9.28849983" "-17.21159935" "12.58040047"
"16491" "-7.26929998" "-16.43619919" "6.20349979"
"16492" "-9.32579994" "-17.00620079" "13.35550022"
"16493" "-8.90919971" "-17.11750031" "12.69180012"
"16494" "-7.01219988" "-16.38129997" "6.92119980"
"16495" "-8.33160019" "-17.49040031" "13.25249958"
"16496" "-7.27600002" "-16.41029930" "8.89270020"
"16497" "-7.10680008" "-18.88080025" "11.92630005"
"16498" "-7.52129984" "-18.30299950" "13.25739956"
"16499" "-6.60270023" "-17.80430031" "10.66950035"
"16500" "-6.34180021" "-17.74139977" "10.74880028"
"16501" "-6.64200020" "-16.42499924" "11.52989960"
"16502" "-6.53859997" "-18.59919930" "14.98680019"
"16503" "-7.23159981" "-16.32880020" "13.90390015"
"16504" "-5.91359997" "-17.55400085" "11.69190025"
"16505" "-5.88689995" "-16.50020027" "11.94060040"
"16506" "-5.11369991" "-15.84490013" "9.52050018"
"16507" "-5.01550007" "-16.39730072" "11.44009972"
"16508" "-5.24020004" "-17.46559906" "15.93050003"
"16509" "-4.68629980" "-16.33139992" "11.55860043"
"16510" "-8.93809986" "-14.49219990" "-1.26830006"
"16511" "-7.97510004" "-18.53199959" "-1.54910004"
"16512" "-7.83389997" "-18.72929955" "-1.52489996"
"16513" "-7.79250002" "-18.63279915" "-1.49220002"
